Home Team,Away Team,Reason,Score,URL,UTC Time
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,1 - 1,/match/840083/matchfacts/wigan-athletic-vs-fulham,2011-01-15T14:00:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,0 - 3,/match/840078/matchfacts/west-ham-united-vs-arsenal,2011-01-15T16:30:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,1 - 1,/match/840080/matchfacts/birmingham-city-vs-aston-villa,2011-01-16T11:00:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,1 - 1,/match/840076/matchfacts/sunderland-vs-newcastle-united,2011-01-16T11:00:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}",FT,2 - 2,/match/840075/matchfacts/liverpool-vs-everton,2011-01-16T13:05:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,0 - 0,/match/840077/matchfacts/tottenham-hotspur-vs-manchester-united,2011-01-16T15:10:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,0 - 3,/match/840090/matchfacts/wolverhampton-wanderers-vs-liverpool,2011-01-22T11:45:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,3 - 0,/match/840086/matchfacts/arsenal-vs-wigan-athletic,2011-01-22T14:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,1 - 2,/match/840094/matchfacts/blackpool-vs-sunderland,2011-01-22T14:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,2 - 2,/match/840088/matchfacts/everton-vs-west-ham-united,2011-01-22T14:00:00.000Z
"{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,2 - 0,/match/840092/matchfacts/fulham-vs-stoke-city,2011-01-22T14:00:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,5 - 0,/match/840085/matchfacts/manchester-united-vs-birmingham-city,2011-01-22T14:00:00.000Z
"{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,1 - 1,/match/840089/matchfacts/newcastle-united-vs-tottenham-hotspur,2011-01-22T14:00:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,1 - 0,/match/840087/matchfacts/aston-villa-vs-manchester-city,2011-01-22T16:30:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}",FT,2 - 0,/match/840091/matchfacts/blackburn-rovers-vs-west-bromwich-albion,2011-01-23T15:00:00.000Z
"{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,0 - 4,/match/840093/matchfacts/bolton-wanderers-vs-chelsea,2011-01-24T19:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,2 - 3,/match/839971/matchfacts/blackpool-vs-manchester-united,2011-01-25T18:30:00.000Z
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,1 - 2,/match/839992/matchfacts/wigan-athletic-vs-aston-villa,2011-01-25T18:45:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,1 - 0,/match/839985/matchfacts/liverpool-vs-fulham,2011-01-26T19:00:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}",FT,2 - 1,/match/840096/matchfacts/arsenal-vs-everton,2011-02-01T18:45:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,2 - 4,/match/840097/matchfacts/sunderland-vs-chelsea,2011-02-01T18:45:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,3 - 1,/match/840095/matchfacts/manchester-united-vs-aston-villa,2011-02-01T19:00:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,2 - 2,/match/840100/matchfacts/west-bromwich-albion-vs-wigan-athletic,2011-02-01T19:00:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,2 - 2,/match/840098/matchfacts/birmingham-city-vs-manchester-city,2011-02-02T18:45:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,0 - 1,/match/840103/matchfacts/blackburn-rovers-vs-tottenham-hotspur,2011-02-02T19:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,1 - 3,/match/840101/matchfacts/blackpool-vs-west-ham-united,2011-02-02T19:00:00.000Z
"{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,1 - 0,/match/840099/matchfacts/bolton-wanderers-vs-wolverhampton-wanderers,2011-02-02T19:00:00.000Z
"{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,1 - 0,/match/840104/matchfacts/fulham-vs-newcastle-united,2011-02-02T19:00:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,2 - 0,/match/840102/matchfacts/liverpool-vs-stoke-city,2011-02-02T19:00:00.000Z
"{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,3 - 2,/match/840112/matchfacts/stoke-city-vs-sunderland,2011-02-05T11:45:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,2 - 2,/match/840107/matchfacts/aston-villa-vs-fulham,2011-02-05T14:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}",FT,5 - 3,/match/840108/matchfacts/everton-vs-blackpool,2011-02-05T14:00:00.000Z
"{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}","{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}",FT,3 - 0,/match/840110/matchfacts/manchester-city-vs-west-bromwich-albion,2011-02-05T14:00:00.000Z
"{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,4 - 4,/match/840109/matchfacts/newcastle-united-vs-arsenal,2011-02-05T14:00:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}",FT,2 - 1,/match/840105/matchfacts/tottenham-hotspur-vs-bolton-wanderers,2011-02-05T14:00:00.000Z
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}",FT,4 - 3,/match/840113/matchfacts/wigan-athletic-vs-blackburn-rovers,2011-02-05T14:00:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,2 - 1,/match/840111/matchfacts/wolverhampton-wanderers-vs-manchester-united,2011-02-05T16:30:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,0 - 1,/match/840106/matchfacts/west-ham-united-vs-birmingham-city,2011-02-06T12:30:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,0 - 1,/match/840114/matchfacts/chelsea-vs-liverpool,2011-02-06T15:00:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,2 - 1,/match/840115/matchfacts/manchester-united-vs-manchester-city,2011-02-12T11:45:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,2 - 0,/match/840116/matchfacts/arsenal-vs-wolverhampton-wanderers,2011-02-12T14:00:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,1 - 0,/match/840121/matchfacts/birmingham-city-vs-stoke-city,2011-02-12T14:00:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,0 - 0,/match/840119/matchfacts/blackburn-rovers-vs-newcastle-united,2011-02-12T14:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,1 - 1,/match/840124/matchfacts/blackpool-vs-aston-villa,2011-02-12T14:00:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,1 - 1,/match/840117/matchfacts/liverpool-vs-wigan-athletic,2011-02-12T14:00:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,3 - 3,/match/840123/matchfacts/west-bromwich-albion-vs-west-ham-united,2011-02-12T14:00:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,1 - 2,/match/840118/matchfacts/sunderland-vs-tottenham-hotspur,2011-02-12T16:30:00.000Z
"{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}","{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}",FT,2 - 0,/match/840122/matchfacts/bolton-wanderers-vs-everton,2011-02-13T15:00:00.000Z
"{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,0 - 0,/match/840120/matchfacts/fulham-vs-chelsea,2011-02-14T19:00:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,0 - 2,/match/839989/matchfacts/birmingham-city-vs-newcastle-united,2011-02-15T18:45:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,1 - 1,/match/839990/matchfacts/west-bromwich-albion-vs-wolverhampton-wanderers,2011-02-20T11:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,3 - 1,/match/839991/matchfacts/blackpool-vs-tottenham-hotspur,2011-02-22T19:00:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,1 - 0,/match/839984/matchfacts/arsenal-vs-stoke-city,2011-02-23T18:45:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}",FT,4 - 1,/match/840127/matchfacts/aston-villa-vs-blackburn-rovers,2011-02-26T14:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,2 - 0,/match/840128/matchfacts/everton-vs-sunderland,2011-02-26T14:00:00.000Z
"{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}","{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}",FT,1 - 1,/match/840129/matchfacts/newcastle-united-vs-bolton-wanderers,2011-02-26T14:00:00.000Z
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,0 - 4,/match/840133/matchfacts/wigan-athletic-vs-manchester-united,2011-02-26T14:00:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}",FT,4 - 0,/match/840131/matchfacts/wolverhampton-wanderers-vs-blackpool,2011-02-26T14:00:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,3 - 1,/match/840126/matchfacts/west-ham-united-vs-liverpool,2011-02-27T12:30:00.000Z
"{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,1 - 1,/match/840130/matchfacts/manchester-city-vs-fulham,2011-02-27T14:00:00.000Z
"{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}","{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}",FT,1 - 1,/match/840132/matchfacts/stoke-city-vs-west-bromwich-albion,2011-02-28T19:00:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,2 - 1,/match/839993/matchfacts/chelsea-vs-manchester-united,2011-03-01T18:45:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}",FT,1 - 3,/match/840142/matchfacts/birmingham-city-vs-west-bromwich-albion,2011-03-05T11:45:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,0 - 0,/match/840135/matchfacts/arsenal-vs-sunderland,2011-03-05T14:00:00.000Z
"{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,3 - 2,/match/840143/matchfacts/bolton-wanderers-vs-aston-villa,2011-03-05T14:00:00.000Z
"{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}","{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}",FT,3 - 2,/match/840141/matchfacts/fulham-vs-blackburn-rovers,2011-03-05T14:00:00.000Z
"{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}","{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}",FT,1 - 2,/match/840138/matchfacts/newcastle-united-vs-everton,2011-03-05T14:00:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,3 - 0,/match/840137/matchfacts/west-ham-united-vs-stoke-city,2011-03-05T14:00:00.000Z
"{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,1 - 0,/match/840139/matchfacts/manchester-city-vs-wigan-athletic,2011-03-05T16:30:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,3 - 1,/match/840136/matchfacts/liverpool-vs-manchester-united,2011-03-06T12:30:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,3 - 3,/match/840140/matchfacts/wolverhampton-wanderers-vs-tottenham-hotspur,2011-03-06T15:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,1 - 3,/match/840144/matchfacts/blackpool-vs-chelsea,2011-03-07T19:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,1 - 1,/match/839997/matchfacts/everton-vs-birmingham-city,2011-03-09T19:00:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,0 - 0,/match/840147/matchfacts/tottenham-hotspur-vs-west-ham-united,2011-03-19T11:45:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,0 - 1,/match/840148/matchfacts/aston-villa-vs-wolverhampton-wanderers,2011-03-19T14:00:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}",FT,2 - 2,/match/840150/matchfacts/blackburn-rovers-vs-blackpool,2011-03-19T14:00:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}",FT,1 - 0,/match/840145/matchfacts/manchester-united-vs-bolton-wanderers,2011-03-19T14:00:00.000Z
"{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,4 - 0,/match/840152/matchfacts/stoke-city-vs-newcastle-united,2011-03-19T14:00:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,2 - 2,/match/840151/matchfacts/west-bromwich-albion-vs-arsenal,2011-03-19T14:00:00.000Z
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,2 - 1,/match/840153/matchfacts/wigan-athletic-vs-birmingham-city,2011-03-19T14:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,2 - 1,/match/840149/matchfacts/everton-vs-fulham,2011-03-19T16:30:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,0 - 2,/match/840146/matchfacts/sunderland-vs-liverpool,2011-03-20T12:30:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,2 - 0,/match/840154/matchfacts/chelsea-vs-manchester-city,2011-03-20T15:00:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}",FT,2 - 4,/match/840156/matchfacts/west-ham-united-vs-manchester-united,2011-04-02T09:45:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}",FT,2 - 1,/match/840161/matchfacts/birmingham-city-vs-bolton-wanderers,2011-04-02T12:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,2 - 2,/match/840157/matchfacts/everton-vs-aston-villa,2011-04-02T12:00:00.000Z
"{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}","{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}",FT,4 - 1,/match/840158/matchfacts/newcastle-united-vs-wolverhampton-wanderers,2011-04-02T12:00:00.000Z
"{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,1 - 1,/match/840163/matchfacts/stoke-city-vs-chelsea,2011-04-02T12:00:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}",FT,2 - 1,/match/840162/matchfacts/west-bromwich-albion-vs-liverpool,2011-04-02T12:00:00.000Z
"{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}","{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}",FT,0 - 0,/match/840164/matchfacts/wigan-athletic-vs-tottenham-hotspur,2011-04-02T12:00:00.000Z
"{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}","{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}",FT,0 - 0,/match/840155/matchfacts/arsenal-vs-blackburn-rovers,2011-04-02T14:30:00.000Z
"{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}","{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}",FT,3 - 0,/match/840160/matchfacts/fulham-vs-blackpool,2011-04-03T10:30:00.000Z
"{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,5 - 0,/match/840159/matchfacts/manchester-city-vs-sunderland,2011-04-03T13:00:00.000Z
"{'name': 'Wolverhampton Wanderers', 'shortName': 'Wolves', 'id': '8602'}","{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}",FT,0 - 3,/match/840170/matchfacts/wolverhampton-wanderers-vs-everton,2011-04-09T09:45:00.000Z
"{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}","{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}",FT,1 - 1,/match/840171/matchfacts/blackburn-rovers-vs-birmingham-city,2011-04-09T12:00:00.000Z
"{'name': 'Bolton Wanderers', 'shortName': 'Bolton', 'id': '8559'}","{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}",FT,3 - 0,/match/840172/matchfacts/bolton-wanderers-vs-west-ham-united,2011-04-09T12:00:00.000Z
"{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,1 - 0,/match/840174/matchfacts/chelsea-vs-wigan-athletic,2011-04-09T12:00:00.000Z
"{'name': 'Manchester United', 'shortName': 'Man United', 'id': '10260'}","{'name': 'Fulham', 'shortName': 'Fulham', 'id': '9879'}",FT,2 - 0,/match/840165/matchfacts/manchester-united-vs-fulham,2011-04-09T12:00:00.000Z
"{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}","{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}",FT,2 - 3,/match/840167/matchfacts/sunderland-vs-west-bromwich-albion,2011-04-09T12:00:00.000Z
"{'name': 'Tottenham Hotspur', 'shortName': 'Tottenham', 'id': '8586'}","{'name': 'Stoke City', 'shortName': 'Stoke', 'id': '10194'}",FT,3 - 2,/match/840168/matchfacts/tottenham-hotspur-vs-stoke-city,2011-04-09T12:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Arsenal', 'shortName': 'Arsenal', 'id': '9825'}",FT,1 - 3,/match/840173/matchfacts/blackpool-vs-arsenal,2011-04-10T10:30:00.000Z
"{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}","{'name': 'Newcastle United', 'shortName': 'Newcastle', 'id': '10261'}",FT,1 - 0,/match/840169/matchfacts/aston-villa-vs-newcastle-united,2011-04-10T13:00:00.000Z
"{'name': 'Liverpool', 'shortName': 'Liverpool', 'id': '8650'}","{'name': 'Manchester City', 'shortName': 'Man City', 'id': '8456'}",FT,3 - 0,/match/840166/matchfacts/liverpool-vs-manchester-city,2011-04-11T17:00:00.000Z
"{'name': 'Birmingham City', 'shortName': 'Birmingham', 'id': '8658'}","{'name': 'Sunderland', 'shortName': 'Sunderland', 'id': '8472'}",FT,2 - 0,/match/840181/matchfacts/birmingham-city-vs-sunderland,2011-04-16T12:00:00.000Z
"{'name': 'Blackpool', 'shortName': 'Blackpool', 'id': '8483'}","{'name': 'Wigan Athletic', 'shortName': 'Wigan', 'id': '8528'}",FT,1 - 3,/match/839798/matchfacts/blackpool-vs-wigan-athletic,2011-04-16T12:00:00.000Z
"{'name': 'Everton', 'shortName': 'Everton', 'id': '8668'}","{'name': 'Blackburn Rovers', 'shortName': 'Blackburn', 'id': '8655'}",FT,2 - 0,/match/840177/matchfacts/everton-vs-blackburn-rovers,2011-04-16T12:00:00.000Z
"{'name': 'West Bromwich Albion', 'shortName': 'West Brom', 'id': '8659'}","{'name': 'Chelsea', 'shortName': 'Chelsea', 'id': '8455'}",FT,1 - 3,/match/840182/matchfacts/west-bromwich-albion-vs-chelsea,2011-04-16T12:00:00.000Z
"{'name': 'West Ham United', 'shortName': 'West Ham', 'id': '8654'}","{'name': 'Aston Villa', 'shortName': 'Aston Villa', 'id': '10252'}",FT,1 - 2,/match/840176/matchfacts/west-ham-united-vs-aston-villa,2011-04-16T12:00:00.000Z
